Season,ETD Week,ETA Week,ETA,Transport,Specie,Variety,Importer,Exporter,Arrival port,Vessel,Boxes
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,Summit Produce Inc,Lafrut Ltda.,Filadelfia,Maersk Bintan,2306
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Leticia,Summit Produce Inc,Lafrut Ltda.,Filadelfia,Maersk Bintan,92
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Sweet Pekeetah,Summit Produce Inc,Lafrut Ltda.,Filadelfia,Maersk Bintan,3042
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,Tastyfrutti International Inc.,Lafrut Ltda.,Filadelfia,Maersk Bintan,784
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Sweet Pekeetah,Tastyfrutti International Inc.,Lafrut Ltda.,Filadelfia,Maersk Bintan,1936
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,Walmart Stores Inc.,Verfrut Spa,Savannah,Maersk Bintan,512
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Leticia,Walmart Stores Inc.,Verfrut Spa,Savannah,Maersk Bintan,391
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Pink Delight,Walmart Stores Inc.,Verfrut Spa,Savannah,Maersk Bintan,1657
2023-2024,8-2024,10-2024,06-03-2024,LINER,Plum,Black Giant,Forever Fresh Llc,Verfrut Spa,Filadelfia,Warnow Master,2465
2023-2024,8-2024,10-2024,06-03-2024,LINER,Plum,Autumn Pride,Pacific Trellis Fruit,David Del Curto,Filadelfia,Warnow Master,758
2023-2024,8-2024,10-2024,06-03-2024,LINER,Plum,Flavor Rich,Pacific Trellis Fruit,David Del Curto,Filadelfia,Warnow Master,742
2023-2024,8-2024,10-2024,06-03-2024,LINER,Plum,Larry Ann,Summit Produce Inc,Lafrut Ltda.,Filadelfia,Warnow Master,1721
2023-2024,8-2024,10-2024,06-03-2024,LINER,Plum,Sweet Pekeetah,Summit Produce Inc,Lafrut Ltda.,Filadelfia,Warnow Master,6439
2023-2024,8-2024,10-2024,07-03-2024,LINER,Plum,Blue Gusto,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Seaspan Belief,1232
2023-2024,8-2024,10-2024,07-03-2024,LINER,Plum,Happy Giant,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Seaspan Belief,512
2023-2024,8-2024,10-2024,07-03-2024,LINER,Plum,Larry Ann,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Seaspan Belief,544
2023-2024,8-2024,10-2024,07-03-2024,LINER,Plum,Pink Delight,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Seaspan Belief,272
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Angeleno,A La Orden,Agricom Ltda.,Filadelfia,Msc Yashi B,8008
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Pink Delight,A La Orden,Agricom Ltda.,Filadelfia,Msc Yashi B,136
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Deep Blue,A La Orden,Geofrut Ltda.,Wilmington D.,Msc Yashi B,166
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,A La Orden,Geofrut Ltda.,Wilmington D.,Msc Yashi B,191
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Pink Delight,A La Orden,Geofrut Ltda.,Wilmington D.,Msc Yashi B,5095
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Big Kat,A La Orden,Greenvic,Filadelfia,Msc Yashi B,839
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Gusto,A La Orden,Greenvic,Filadelfia,Msc Yashi B,129
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,A La Orden,Greenvic,Filadelfia,Msc Yashi B,825
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Late Rosa,A La Orden,Greenvic,Filadelfia,Msc Yashi B,675
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,A La Orden,Lo Garces Spa,Filadelfia,Msc Yashi B,768
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Big Kat,A La Orden,Lo Garces Spa,Filadelfia,Msc Yashi B,257
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,A La Orden,Lo Garces Spa,Savannah,Msc Yashi B,146
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Sweet,A La Orden,Lo Garces Spa,Savannah,Msc Yashi B,1134
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Filadelfia,Msc Yashi B,923
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sweet Pekeetah,A La Orden,Lo Garces Spa,Savannah,Msc Yashi B,1280
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sugar Plums,A La Orden,Nightcast S.a.,Filadelfia,As Anne,7360
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,Bengard Marketing,David Del Curto,Los Angeles,Msc Yashi B,1144
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Bengard Marketing,David Del Curto,Los Angeles,Msc Yashi B,936
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Majestic,Contel Fresh Inc.,C Y D S.a.,Everglades,As Anne,1312
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Contel Fresh Inc.,C Y D S.a.,Everglades,As Anne,1272
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Contel Fresh Inc.,Frucentro S.a.,Everglades,As Anne,2400
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,David Oppenheimer Inc.,Delipack S.a.,Filadelfia,Msc Yashi B,1632
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,David Oppenheimer Inc.,Delipack S.a.,Filadelfia,Msc Yashi B,840
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Majestic,David Oppenheimer Inc.,Lq Fruit Ltda.,Filadelfia,Msc Yashi B,1792
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Blue Gusto,David Oppenheimer Inc.,Lq Fruit Ltda.,Filadelfia,Msc Yashi B,768
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,David Oppenheimer Inc.,Monte Alto,Filadelfia,As Anne,784
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,David Oppenheimer Inc.,Monte Alto,Filadelfia,As Anne,1824
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Giant,David Oppenheimer Inc.,Verfrut Spa,Filadelfia,Msc Yashi B,2544
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Majestic,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Msc Yashi B,495
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sweet Garnet I,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Msc Yashi B,605
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,Del Monte Fresh Produce,Del Monte Fresh,Filadelfia,As Anne,2400
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Giant,Forever Fresh Llc,Verfrut Spa,Filadelfia,Msc Yashi B,2720
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Giant,Forever Fresh Llc,Verfrut Spa,Filadelfia,As Anne,1496
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,Fru-veg Marketing Inc.,Triofrut Ltda.,Filadelfia,As Anne,2400
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Majestic,Kingsburg Orchards,C Y D S.a.,Filadelfia,As Anne,942
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Royal Majesty,Kingsburg Orchards,C Y D S.a.,Filadelfia,As Anne,2
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Big Kat,Kopke Jr.inc. William H.,Greenvic,Filadelfia,As Anne,208
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Flavor Rich,Kopke Jr.inc. William H.,Greenvic,Filadelfia,As Anne,24
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Gusto,Kopke Jr.inc. William H.,Greenvic,Filadelfia,As Anne,392
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,Kopke Jr.inc. William H.,Greenvic,Filadelfia,As Anne,613
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Kopke Jr.inc. William H.,Greenvic,Filadelfia,As Anne,640
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Late Rosa,Kopke Jr.inc. William H.,Greenvic,Filadelfia,As Anne,1115
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sugar Plums,Nanak Produce Y Marketing,Chile Terra Spa,Filadelfia,Msc Yashi B,2380
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,Pacific Trellis Fruit,Delipack S.a.,Filadelfia,Msc Yashi B,1024
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,Pacific Trellis Fruit,Delipack S.a.,Los Angeles,Msc Yashi B,360
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Yashi B,632
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,Pacific Trellis Fruit,Monte Alto,Filadelfia,As Anne,392
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Yashi B,408
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,Pacific Trellis Fruit,Monte Alto,Filadelfia,As Anne,392
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Yashi B,5712
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Pacific Trellis Fruit,Monte Alto,Filadelfia,As Anne,3800
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sweet Lady,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Yashi B,85
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sweet Mery,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Yashi B,595
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sweet Mery,Pacific Trellis Fruit,Monte Alto,Filadelfia,As Anne,425
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,Pacific Trellis Fruit,Triofrut Ltda.,Filadelfia,As Anne,2003
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Pacific Trellis Fruit,Triofrut Ltda.,Filadelfia,As Anne,77
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,Safco Of America Llc.,Exp.rio King,Los Angeles,Msc Yashi B,2400
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Sierra Produce,C Y D S.a.,Filadelfia,As Anne,592
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,Sierra Produce,Exp.santa Marta,Filadelfia,As Anne,2040
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Blue Gusto,Sierra Produce,Exp.santa Marta,Filadelfia,As Anne,351
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Sierra Produce,Total Fruit Com,Los Angeles,Msc Yashi B,2080
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Giant,Sierra Produce,Verfrut Spa,Filadelfia,Msc Yashi B,2225
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Blue Gusto,Summit Produce Inc,Exportal Ltda.,Filadelfia,Msc Yashi B,2128
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Flavor Rich,Summit Produce Inc,Exportal Ltda.,Filadelfia,Msc Yashi B,2352
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Blue Gusto,Summit Produce Inc,Soc.c & L Frut,Filadelfia,As Anne,1200
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Blue Gusto,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Msc Yashi B,1062
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Msc Yashi B,2305
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Summit Produce Inc,Soc.c & L Frut,Filadelfia,As Anne,439
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Msc Yashi B,2752
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Blue Gusto,Tastyfrutti International Inc.,Soc.c & L Frut,Filadelfia,As Anne,122
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Happy Giant,Tastyfrutti International Inc.,Soc.c & L Frut,Filadelfia,As Anne,2340
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,Tastyfrutti International Inc.,Soc.c & L Frut,Filadelfia,As Anne,136
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Sweet Garnet I,Walmart Stores Inc.,Tuniche Fruits,Savannah,Msc Yashi B,2560
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Black Kat,Walmart Stores Inc.,Verfrut Spa,Los Angeles,Msc Yashi B,5120
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Autumn Pride,World Fresh Produce Inc.,Monte Alto,Filadelfia,Msc Yashi B,256
2023-2024,8-2024,10-2024,08-03-2024,LINER,Plum,Larry Ann,World Fresh Produce Inc.,Monte Alto,Filadelfia,Msc Yashi B,2336
2023-2024,9-2024,9-2024,27-02-2024,AIR,Plum,Black Giant,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,1600
2023-2024,9-2024,9-2024,27-02-2024,AIR,Plum,Leticia,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,720
2023-2024,9-2024,9-2024,27-02-2024,AIR,Plum,Pink Delight,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,80
2023-2024,9-2024,9-2024,27-02-2024,AIR,Plum,Deep Blue,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,38
2023-2024,9-2024,9-2024,28-02-2024,AIR,Plum,Sweet Mery,Contel Fresh Inc.,Geofrut Ltda.,Miami,AIR,160
2023-2024,9-2024,9-2024,28-02-2024,AIR,Plum,Black Kat,Tastyfrutti International Inc.,Tuniche Fruits,Miami,AIR,960
2023-2024,9-2024,9-2024,29-02-2024,AIR,Plum,Larry Ann,Contel Fresh Inc.,Araucaria Exp.,Miami,AIR,720
2023-2024,9-2024,9-2024,29-02-2024,AIR,Plum,Pink Delight,Contel Fresh Inc.,Araucaria Exp.,Miami,AIR,720
2023-2024,9-2024,9-2024,29-02-2024,AIR,Plum,Larry Ann,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,40
2023-2024,9-2024,9-2024,29-02-2024,AIR,Plum,Leticia,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,667
2023-2024,9-2024,9-2024,29-02-2024,AIR,Plum,Pink Delight,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,493
2023-2024,9-2024,10-2024,04-03-2024,TRUCK,Plum,Pink Delight,Contel Fresh Inc.,Geofrut Ltda.,Miami,TRUCK,792
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Larry Ann,A La Orden,Frusan S.a.,Gloucester,Knud Reefer,4160
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Black Kat,A La Orden,Gesex S.a.,Gloucester,Knud Reefer,9184
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Sweet Garnet I,Capespan North America Llc,C Y D S.a.,Gloucester,Knud Reefer,600
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Sweet Garnet I,Dayka Hackett Llc,Tuniche Fruits,Gloucester,Knud Reefer,1360
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Autumn Pride,Del Monte Fresh Produce,Del Monte Fresh,Gloucester,Knud Reefer,1200
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Black Ambar,Del Monte Fresh Produce,Del Monte Fresh,Gloucester,Knud Reefer,1200
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Black Kat,Del Monte Fresh Produce,Del Monte Fresh,Gloucester,Knud Reefer,1200
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Autumn Pride,Fru-veg Marketing Inc.,Triofrut Ltda.,Gloucester,Knud Reefer,446
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Black Kat,Fru-veg Marketing Inc.,Triofrut Ltda.,Gloucester,Knud Reefer,1634
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Autumn Pride,Pacific Trellis Fruit,David Del Curto,Gloucester,Knud Reefer,1456
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Big Kat,Pacific Trellis Fruit,David Del Curto,Gloucester,Knud Reefer,624
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Angeleno,Sbrocco International Inc.,Atlas Fresh Spa,Gloucester,Knud Reefer,525
2023-2024,9-2024,11-2024,11-03-2024,CHARTER,Plum,Larry Ann,Sbrocco International Inc.,Atlas Fresh Spa,Gloucester,Knud Reefer,225
